"Npeaks","Npeaks_pp","sqrtNpeaks","sqrtNpeaks_pp","I136.06232","I136.06232_pp","I250.094014","I250.094014_pp","I348.07091","I348.07091_pp","I428.037241","I428.037241_pp","I524.057827","I524.057827_pp","I542.068392","I542.068392_pp","I560.078957","I584.09019","I584.09019_pp","logAvgIntensity","logAvgIntensity_pp","AvgIntensity","AvgIntensity_pp","DI583.082908","DI583.082908_pp","DI249.086189","DI249.086189_pp","DI347.063085","DI347.063085_pp","DI541.06111","DI541.06111_pp","log_DI583.082908","log_DI583.082908_pp","log_DI249.086189","log_DI249.086189_pp","log_DI347.063085","log_DI347.063085_pp","log_DI541.06111","log_DI541.06111_pp","I136.06232_norm","I136.06232_pp_norm","I250.094014_norm","I250.094014_pp_norm","I348.07091_norm","I348.07091_pp_norm","I428.037241_norm","I428.037241_pp_norm","I524.057827_norm","I524.057827_pp_norm","I542.068392_norm","I542.068392_pp_norm","I560.078957_norm","I584.09019_norm","I584.09019_pp_norm"
1.27239305392365,1.63556717518704,1.42224702750342,1.63196445960353,1.36830272006509,1.24560750133951,1.20217634222466,1.24756022447384,1.23844815726395,1.25482190832934,1.45549892325753,1.48555016135609,5.02116145812546,5.99098150798574,6.39615740755665,7.5095472314516,-0.036306825883242,-0.165155876519989,-0.117779171480641,0.620742998131736,0.599808510519524,0.115724502308411,0.064666427165716,-0.0892059825848719,-0.0892059825848719,-0.0900813467860177,-0.089277308670222,-0.0924572732137695,-0.0924142018386648,-0.11243290781778,-0.111505494218869,-0.248265692425902,-0.248265692425902,-0.174687543011284,-0.166981572356498,-0.242664477709548,-0.241292748496843,-0.240190299537104,-0.225691251483443,2.56565529835764,2.58571355830851,0.334510520434728,0.325594313217506,1.91868737098338,1.91409697491432,3.10502744108302,3.07485904727208,5.06159461457753,4.93218791817353,2.49468334903239,2.38561571983607,-0.0361295014220135,-0.122029571501141,-0.0993157083852665
2.11300786311245,2.68968341028034,2.13793506867981,2.44342476615754,1.77041070911029,1.58832302202893,1.3874760566064,1.42915423089982,1.46873054235896,1.47430421608509,1.36241318962473,1.39544962879766,-0.244633553256703,-0.188427083097428,-0.154597968776005,-0.123622776068901,-0.036306825883242,-0.165155876519989,-0.117779171480641,0.976867237970858,0.928155757348961,0.300544414753211,0.20616929466433,0.66770144493974,0.66770144493974,7.25198662992294,7.25318374744804,7.29970021438877,7.29972429898221,1.67994677049241,1.68080718753543,4.09342819221256,4.09342819221256,6.85441031054881,7.04593850093579,5.22133539282067,5.2362023245425,4.45338972771204,4.61212947204716,7.18071827652958,7.2078624698336,0.842743144130028,0.825123769469665,4.26802106678122,4.24051655997826,1.56195851713652,1.52616867499703,-0.142736870892246,-0.130562417596882,-0.111630000036367,-0.100277871674855,-0.0361295014220135,-0.122029571501141,-0.0993157083852665
-1.03429401176705,-1.24155007824408,-1.35607126043391,-1.51357385103849,0.666986953821669,0.647878024323816,0.84942937289399,0.901867649452328,0.731507444164174,0.771656348095188,0.868561889349237,0.917435829873058,-0.244633553256703,-0.188427083097428,-0.154597968776005,-0.123622776068901,-0.036306825883242,-0.165155876519989,-0.117779171480641,-1.29246946158673,-1.26351930211613,-0.445186975036106,-0.369439721498742,-0.0892059825848719,-0.0892059825848719,-0.0900813467860177,-0.089277308670222,-0.0924572732137695,-0.0924142018386648,-0.11243290781778,-0.111505494218869,-0.248265692425902,-0.248265692425902,-0.174687543011284,-0.166981572356498,-0.242664477709548,-0.241292748496843,-0.240190299537104,-0.225691251483443,0.727826387801805,0.861205967051482,0.138052832252166,0.188609414266464,0.491027033633368,0.589594115929035,0.5193830646612,0.610233647396298,-0.142736870892246,-0.130562417596882,-0.111630000036367,-0.100277871674855,-0.0361295014220135,-0.122029571501141,-0.0993157083852665
1.81278828840217,2.30524101865808,1.89202436389882,2.1586950175463,1.58389877674328,1.42935942081392,1.6219010719702,1.65889110819841,1.55360414519602,1.55519730832286,1.23668864091533,1.27375698748409,4.28482437684752,5.12689020246648,6.59793182900691,7.7446618668818,-0.036306825883242,-0.165155876519989,-0.117779171480641,0.946367149299664,0.888628874030193,0.283284857967725,0.187601944737679,-0.0892059825848719,-0.0892059825848719,-0.0900813467860177,-0.089277308670222,-0.0924572732137695,-0.0924142018386648,-0.11243290781778,-0.111505494218869,-0.248265692425902,-0.248265692425902,-0.174687543011284,-0.166981572356498,-0.242664477709548,-0.241292748496843,-0.240190299537104,-0.225691251483443,4.16662177718324,4.21074646246711,2.710598623213,2.70458877630989,6.17638847822767,6.1954057869867,0.778278531977588,0.762103885407652,1.25068716086434,1.22565059689348,2.56175040754499,2.45089400189223,-0.0361295014220135,-0.122029571501141,-0.0993157083852665
-0.0936060110081548,-0.0510188009622387,0.00591020243043547,0.0507150687094725,1.22733986236365,1.12546524977736,1.19582922110436,1.24134003596815,1.16137405245519,1.18136252330232,1.31531235713479,1.34985929045397,4.37295585700808,5.2303124633923,5.60771833446519,-0.123622776068901,-0.036306825883242,-0.165155876519989,-0.117779171480641,0.120752252492658,0.118814661302582,-0.0904342667216845,-0.097712947508962,-0.0892059825848719,-0.0892059825848719,-0.0900813467860177,-0.089277308670222,-0.0924572732137695,-0.0924142018386648,9.50769644465304,9.50826427175271,-0.248265692425902,-0.248265692425902,-0.174687543011284,-0.166981572356498,-0.242664477709548,-0.241292748496843,5.4206671727296,5.60913279184615,2.22880097296296,2.30801286611436,0.550919397365903,0.564184598199071,1.87791766716702,1.92789635481709,2.23246281109396,2.26815527700749,2.35401995517754,2.35235507354183,1.44240277741701,-0.100277871674855,-0.0361295014220135,-0.122029571501141,-0.0993157083852665
0.0214781592974553,0.0853962412263059,0.143174036845546,0.197823691578673,1.22980019814769,1.12756218712322,1.26813209041278,1.31219695961543,1.14729814402575,1.16794676479966,1.43679170026817,1.46744286727083,5.01312368135307,5.98154917977448,6.83158046614128,8.01691745678151,-0.036306825883242,-0.165155876519989,-0.117779171480641,0.168351034246583,0.173358605821145,-0.0731206783310907,-0.0815952863708678,-0.0892059825848719,-0.0892059825848719,0.274127203848168,0.274950740950135,0.59960975156849,0.599651045367086,14.4707795367818,14.4711618510251,-0.248265692425902,-0.248265692425902,4.50438177960965,4.63445294236792,3.98004146730715,3.99184260230587,5.66016936401291,5.85599524174466,2.17551764783114,2.23160100781721,0.827626875434631,0.837627137865985,1.69389652208387,1.72170168822215,3.7839749745682,3.81281672715456,6.42216959599709,6.34969665557741,5.03103384223723,4.87693606907206,-0.0361295014220135,-0.122029571501141,-0.0993157083852665
0.176591606231104,0.271416753301594,0.321563537577436,0.391511900358708,1.17322429495418,1.07934270218466,1.17667244190939,1.22256636275532,1.18073848629598,1.19981877919877,1.52671196086135,1.55447944152397,5.26794484724745,6.28058172819574,7.2419525870444,8.49509745057544,-0.036306825883242,-0.165155876519989,-0.117779171480641,0.298923785928457,0.305397931614876,-0.023272415006086,-0.0402912806773948,-0.0892059825848719,-0.0892059825848719,-0.0900813467860177,-0.089277308670222,-0.0924572732137695,-0.0924142018386648,-0.11243290781778,-0.111505494218869,-0.248265692425902,-0.248265692425902,-0.174687543011284,-0.166981572356498,-0.242664477709548,-0.241292748496843,-0.240190299537104,-0.225691251483443,1.61883834613172,1.63724250766316,0.397363943172008,0.392631196001405,1.8192122496008,1.82604773421473,5.17173614391896,5.15775509008055,8.93817040230389,8.74708473278223,7.10830016221273,6.82019835818466,-0.0361295014220135,-0.122029571501141,-0.0993157083852665
-0.874176905254901,-1.01832546375374,-1.08166481041814,-1.16633103078366,0.262199356754736,0.302878681170199,0.345386680444355,-0.961975032137343,0.763496231201369,0.802144884152057,1.07497493953234,1.11722934304311,4.86351304283063,5.80598114816584,7.44419169961994,8.73075356040919,-0.036306825883242,-0.165155876519989,-0.117779171480641,-1.29764539595598,-1.31215663867958,-0.446051099692194,-0.375449345386558,-0.0892059825848719,-0.0892059825848719,-0.0900813467860177,-0.089277308670222,-0.0924572732137695,-0.0924142018386648,-0.11243290781778,-0.111505494218869,-0.248265692425902,-0.248265692425902,-0.174687543011284,-0.166981572356498,-0.242664477709548,-0.241292748496843,-0.240190299537104,-0.225691251483443,-0.152711030901063,-0.109849593041411,-0.352562260070538,-0.448755856710037,0.628560667679231,0.778069568151422,1.80491381941229,2.0892912390591,11.3621993255391,12.5504942631125,20.8453531350644,22.5479559001725,-0.0361295014220135,-0.122029571501141,-0.0993157083852665
0.251646499908675,0.383029060546767,0.405389975501105,0.504231606986987,1.15164212934358,1.06094828246073,0.933019115072393,0.983785725953076,1.19390339667188,1.21236626479785,1.61493774574684,1.63987588084222,5.78034591384925,6.88188419936965,8.14444264673105,9.54671053333141,27.8652781654368,-0.165155876519989,-0.117779171480641,0.431296141304292,0.418127010757654,0.0309879486603341,-0.00230623134204127,-0.0892059825848719,-0.0892059825848719,-0.0900813467860177,-0.089277308670222,-0.0924572732137695,-0.0924142018386648,-0.11243290781778,-0.111505494218869,-0.248265692425902,-0.248265692425902,-0.174687543011284,-0.166981572356498,-0.242664477709548,-0.241292748496843,-0.240190299537104,-0.225691251483443,1.34859507646925,1.36805174228281,-0.128086128361435,-0.134751081124528,1.76586035539886,1.7793953197651,6.95055349229635,6.95797859746124,18.5657823030409,18.2151726481385,16.4436003476011,15.8168709913331,24.6459653218105,-0.122029571501141,-0.0993157083852665
-0.303759713305356,-0.323848885339328,-0.257120683552623,-0.2582638846753,1.00147613540938,0.932962223483877,1.05391750965989,1.10226633946543,1.04262096652483,1.06817887122941,1.40260515967146,1.43435266758197,4.95920172189717,5.91827177934595,7.26292268753102,8.51953254742968,-0.036306825883242,-0.165155876519989,-0.117779171480641,-0.120497345631169,-0.108779974316171,-0.17164734247732,-0.159484745213365,-0.0892059825848719,-0.0892059825848719,-0.0900813467860177,-0.089277308670222,-0.0924572732137695,-0.0924142018386648,-0.11243290781778,-0.111505494218869,-0.248265692425902,-0.248265692425902,-0.174687543011284,-0.166981572356498,-0.242664477709548,-0.241292748496843,-0.240190299537104,-0.225691251483443,1.14672550926903,1.20122168457346,0.22200564479581,0.233128139761676,1.2224868079082,1.26929806522072,3.88430782360434,3.98256873352582,6.91683128743735,6.94553338765182,9.13875612852735,8.9906827402291,-0.0361295014220135,-0.122029571501141,-0.0993157083852665
